Date,Open,High,Low,Close,Body,Upper Wick,Lower Wick,,Gap,Inside Bar,% Change,,Volume,OBV,Vol SMA(20),,True Range,ATR(14),Hist Vol,BB Upper,BB Middle,BB Lower,,Avg Price,Avg Delta,ROC(5),,SMA(20),SMA(50),SMA(200),EMA(9),EMA(12),EMA(20),EMA(26),EMA(50),EMA(200),,MACD,Signal,MACD Hist,,R3,R2,R1,S1,S2,S3,,Kelt Upper,Kelt Mid,Kelt Lower,,Avg Up,Avg Down,RSI(9),StochRSI %K,StochRSI %D,,Avg Up 14,Avg Down 14,RSI(14),RSI Trend,,Williams %R,CCI,Momentum(10),,Plus DM,Minus DM,Plus DM14,Minus DM14,Plus DI14,Minus DI14,DX,ADX,,Tenkan,Kijun,Senkou A,Senkou B,Chikou,Senkou A+26,Senkou B+26
2025-07-16,1.16,1.1722,1.1562,1.1642,0.0042,0.008,0.0038,,-0.0002,0,0.34,,213995,1698195,161678,,160,85,5.17,1.1855,1.1684,1.1513,,1.1642,13,-0.68,,1.1684,1.1485,,1.1676,1.1676,1.1653,1.1624,1.1482,,,0.0052,0.0078,-0.0026,,1.1882,1.1802,1.1722,1.1562,1.1482,1.1402,,1.1823,1.1653,1.1483,,15,18.1,45.32,24.14,8.05,,18.2,17.4,51.12,↑,,-70.15,-35.34,-0.0157,,0,31,149.65,230.12,176.06,270.73,21,22,,1.1676,1.1618,1.1647,1.1448,1.1642,1.1647,1.1448
2025-07-17,1.1637,1.1643,1.1557,1.1598,-0.0039,0.0006,0.0041,,-0.0005,0,-0.38,,120674,1577521,160305,,86,85,5.4,1.1842,1.1689,1.1535,,1.1599,-43,-0.88,,1.1689,1.1492,,1.166,1.1664,1.1648,1.1622,1.1487,,,0.0042,0.0071,-0.0029,,1.1728,1.1685,1.1642,1.1556,1.1513,1.147,,1.1818,1.1648,1.1478,,13.3,21,38.78,8.42,10.85,,16.9,19.3,46.69,↓,,-84.98,-90.29,-0.0159,,0,5,138.96,218.68,163.48,257.27,22,22,,1.1673,1.1638,1.1656,1.1448,1.1598,1.1656,1.1448
2025-07-18,1.1594,1.1672,1.1594,1.1626,0.0032,0.0046,0,,-0.0004,0,0.24,,116492,1694013,158177,,78,85,5.41,1.1831,1.1694,1.1557,,1.1631,32,-0.56,,1.1694,1.15,,1.1653,1.1658,1.1646,1.1622,1.1492,,,0.0036,0.0064,-0.0028,,1.1745,1.1706,1.1667,1.1589,1.155,1.1511,,1.1816,1.1646,1.1476,,14.9,18.7,44.35,32.58,21.71,,17.7,17.9,49.72,↑,,-74.73,-70.56,-0.0151,,29,0,158.03,203.06,185.92,238.89,12,21,,1.1661,1.1638,1.165,1.1448,1.1626,1.165,1.1448
2025-07-21,1.163,1.1717,1.1615,1.1696,0.0066,0.0021,0.0015,,0.0004,0,0.6,,112781,1806794,152024,,102,86,5.54,1.1826,1.17,1.1573,,1.1676,45,0.26,,1.17,1.1512,,1.1662,1.1664,1.1651,1.1627,1.15,,,0.0037,0.0059,-0.0022,,1.1839,1.1788,1.1737,1.1635,1.1584,1.1533,,1.1823,1.1651,1.1479,,21,16.6,55.85,85.28,42.09,,21.4,16.6,56.32,↓,,-45.06,-29.45,-0.0013,,45,0,191.74,188.56,222.95,219.26,1,20,,1.1654,1.1638,1.1646,1.1448,1.1696,1.1646,1.1448
2025-07-22,1.1693,1.1761,1.1679,1.1754,0.0061,0.0007,0.0014,,-0.0003,0,0.5,,105512,1912306,146894,,82,86,5.72,1.1828,1.1707,1.1586,,1.1731,55,1.31,,1.1707,1.1523,,1.168,1.1678,1.1661,1.1636,1.151,,,0.0042,0.0056,-0.0014,,1.1866,1.1825,1.1784,1.1702,1.1661,1.162,,1.1833,1.1661,1.1489,,25.1,14.8,62.91,100,72.62,,24,15.4,60.91,↑,,-22.13,39.96,0.0028,,44,0,222.04,175.09,258.19,203.59,12,19,,1.1659,1.1638,1.1649,1.1448,1.1754,1.1649,1.1448
2025-07-23,1.1754,1.1775,1.1711,1.1773,0.0019,0.0002,0.0043,,0,0,0.16,,152385,2064691,147040,,64,84,5.56,1.1835,1.1713,1.159,,1.1753,22,1.13,,1.1713,1.1535,,1.1699,1.1693,1.1672,1.1646,1.152,,,0.0047,0.0054,-0.0007,,1.1859,1.1827,1.1795,1.1731,1.1699,1.1667,,1.184,1.1672,1.1504,,24.4,13.2,64.89,100,95.09,,23.6,14.3,62.27,↓,,-7.3,65.26,0.0051,,14,0,220.18,162.58,262.12,193.55,15,19,,1.1666,1.1638,1.1652,1.1459,1.1773,1.1652,1.1459
2025-07-24,1.177,1.1789,1.1731,1.1749,-0.0021,0.0019,0.0018,,-0.0003,0,-0.2,,138707,1925984,144085,,58,82,5.5,1.1838,1.1715,1.1592,,1.1756,3,1.3,,1.1715,1.1547,,1.1709,1.1702,1.1679,1.1654,1.1529,,,0.0048,0.0053,-0.0005,,1.184,1.1811,1.1782,1.1724,1.1695,1.1666,,1.1843,1.1679,1.1515,,21.7,14.4,60.11,82.96,94.32,,21.9,15,59.35,↑,,-17.6,64.17,0.0048,,14,0,218.45,150.97,266.4,184.11,18,19,,1.1673,1.1638,1.1656,1.1481,1.1749,1.1656,1.1481
2025-07-25,1.1739,1.1761,1.1703,1.1742,0.0003,0.0019,0.0036,,-0.001,0,-0.06,,146722,1779262,142545,,58,80,5.48,1.184,1.1716,1.1593,,1.1735,-21,1,,1.1716,1.1558,,1.1716,1.1708,1.1685,1.1661,1.1537,,,0.0047,0.0052,-0.0005,,1.1826,1.1797,1.1768,1.171,1.1681,1.1652,,1.1845,1.1685,1.1525,,19.3,13.6,58.66,77.79,86.92,,20.3,14.4,58.5,↓,,-20.26,31.69,0.0051,,0,28,202.85,168.19,253.56,210.24,9,18,,1.1673,1.1642,1.1658,1.1481,1.1742,1.1658,1.1481
2025-07-28,1.1756,1.1771,1.1585,1.1589,-0.0167,0.0015,0.0004,,0.0014,0,-1.3,,166356,1612906,142539,,186,88,6.81,1.1837,1.1706,1.1575,,1.1648,-87,-0.91,,1.1706,1.1565,,1.1691,1.169,1.1676,1.1656,1.1539,,,0.0034,0.0048,-0.0014,,1.1898,1.1805,1.1712,1.1526,1.1433,1.134,,1.1852,1.1676,1.15,,17.2,29.1,37.15,0,53.58,,18.9,24.3,43.75,↑,,-86.21,-83.04,-0.0077,,0,118,188.36,274.18,214.05,311.57,19,18,,1.1673,1.1642,1.1658,1.1481,1.1589,1.1658,1.1481
2025-07-29,1.1591,1.1599,1.1519,1.1545,-0.0046,0.0008,0.0026,,0.0002,0,-0.38,,166720,1446186,142118,,80,87,6.83,1.1833,1.1693,1.1553,,1.1554,-94,-1.78,,1.1693,1.157,,1.1662,1.1668,1.1664,1.1648,1.1539,,,0.002,0.0042,-0.0022,,1.167,1.163,1.159,1.151,1.147,1.143,,1.1838,1.1664,1.149,,15.3,30.8,33.19,0,25.93,,17.6,25.7,40.65,↓,,-90.37,-182.19,-0.0057,,0,66,174.91,320.6,201.05,368.51,29,19,,1.1654,1.1675,1.1665,1.1501,1.1545,1.1665,1.1501
2025-07-30,1.1547,1.1573,1.1401,1.1406,-0.0141,0.0026,0.0005,,0.0002,0,-1.2,,189359,1256827,143381,,172,93,7.86,1.1853,1.1674,1.1494,,1.146,-94,-3.12,,1.1674,1.1572,,1.1611,1.1628,1.1639,1.163,1.1534,,,-0.0002,0.0033,-0.0035,,1.1691,1.1605,1.1519,1.1347,1.1261,1.1175,,1.1825,1.1639,1.1453,,13.6,42.8,24.11,0,0,,16.3,33.8,32.53,↑,,-98.71,-243.54,-0.0236,,0,118,162.42,415.7,174.65,446.99,44,21,,1.1595,1.1616,1.1606,1.1521,1.1406,1.1606,1.1521
2025-07-31,1.1407,1.1461,1.1403,1.1415,0.0008,0.0046,0.0004,,0.0001,1,0.08,,156301,1413128,143833,,58,91,7.87,1.1864,1.1656,1.1449,,1.1426,-34,-2.84,,1.1656,1.1574,,1.1572,1.1595,1.1618,1.1614,1.1529,,,-0.0019,0.0023,-0.0042,,1.1508,1.1479,1.145,1.1392,1.1363,1.1334,,1.18,1.1618,1.1436,,13.1,38,25.64,3.75,1.25,,15.8,31.4,33.47,↓,,-96.39,-221.96,-0.0183,,0,0,150.82,386.01,165.74,424.19,44,23,,1.1595,1.1616,1.1606,1.1521,1.1415,1.1606,1.1521
2025-08-01,1.1417,1.1597,1.1392,1.1587,0.017,0.001,0.0025,,0.0002,0,1.51,,245370,1658498,149390,,205,99,9.76,1.1849,1.1647,1.1445,,1.1525,99,-1.32,,1.1647,1.1579,,1.1575,1.1594,1.1615,1.1612,1.1531,,,-0.0018,0.0015,-0.0033,,1.1864,1.1761,1.1659,1.1454,1.1351,1.1249,,1.1813,1.1615,1.1417,,30.8,33.8,47.68,57.8,20.52,,27,29.2,48.04,↑,,-50.88,-113.15,-0.0039,,136,0,276.05,358.44,278.84,362.06,13,22,,1.1591,1.1611,1.1601,1.1521,1.1587,1.1601,1.1521
2025-08-04,1.1592,1.1597,1.155,1.1573,-0.0019,0.0005,0.0023,,0.0005,1,-0.12,,167943,1490555,150687,,47,95,9.59,1.1843,1.164,1.1438,,1.1573,48,-0.14,,1.164,1.1583,,1.1575,1.1591,1.1611,1.1609,1.1533,,,-0.0018,0.0008,-0.0026,,1.1644,1.1621,1.1597,1.155,1.1527,1.1503,,1.1801,1.1611,1.1421,,27.4,31.6,46.44,54.76,38.77,,25.1,28.1,47.18,↓,,-54.41,-62.13,-0.0123,,0,0,256.33,332.84,269.82,350.36,13,21,,1.1591,1.1611,1.1601,1.1521,1.1573,1.1601,1.1521
2025-08-05,1.157,1.1588,1.1528,1.1575,0.0005,0.0013,0.0042,,-0.0003,0,0.02,,139022,1629577,149744,,60,93,9.56,1.1833,1.1633,1.1432,,1.1564,-9,0.26,,1.1633,1.1588,,1.1575,1.1589,1.1608,1.1606,1.1535,,,-0.0017,0.0003,-0.002,,1.1659,1.1629,1.1599,1.1539,1.1509,1.1479,,1.1794,1.1608,1.1422,,24.6,28.1,46.68,62.69,58.42,,23.4,26.1,47.27,↑,,-53.9,-63.09,-0.0179,,0,22,238.02,331.07,255.94,355.99,16,21,,1.1591,1.1611,1.1601,1.1521,1.1575,1.1601,1.1521
2025-08-06,1.1574,1.1669,1.1564,1.166,0.0086,0.0009,0.001,,-0.0001,0,0.73,,125520,1755097,149190,,105,94,9.97,1.1826,1.1629,1.1433,,1.1631,67,2.23,,1.1629,1.1595,,1.1592,1.16,1.1613,1.161,1.154,,,-0.001,0,-0.001,,1.1803,1.1751,1.1698,1.1593,1.1541,1.1488,,1.1801,1.1613,1.1425,,31.3,25,55.6,91.14,69.53,,27.8,24.2,53.46,↓,,-32.49,0.81,-0.0113,,81,0,302.02,307.42,321.3,327.04,1,20,,1.1582,1.1601,1.1591,1.1521,1.166,1.1591,1.1521
2025-08-07,1.1658,1.1699,1.1611,1.1664,0.0006,0.0035,0.0047,,-0.0002,0,0.03,,149731,1904828,150698,,88,94,9.96,1.1822,1.1628,1.1433,,1.1658,27,2.18,,1.1628,1.1601,,1.1606,1.161,1.1618,1.1614,1.1545,,,-0.0004,0.0064,-0.0068,,1.1793,1.1749,1.1705,1.1617,1.1573,1.1529,,1.1806,1.1618,1.143,,28.3,22.2,56.04,100,84.61,,26.1,22.5,53.7,↑,,-31.49,29.06,-0.0085,,30,0,310.45,285.46,330.27,303.68,4,19,,1.1582,1.1601,1.1591,1.1521,1.1664,1.1591,1.1521
2025-08-08,1.1665,1.1679,1.1629,1.1642,-0.0023,0.0014,0.0013,,0.0001,1,-0.19,,124658,1780170,149357,,50,91,9.97,1.1818,1.1625,1.1433,,1.165,-8,0.47,,1.1625,1.1607,,1.1613,1.1615,1.162,1.1616,1.1549,,,-0.0001,0.0051,-0.0052,,1.1721,1.1696,1.1671,1.1621,1.1596,1.1571,,1.1802,1.162,1.1438,,25.2,22.2,53.16,90.98,94.04,,24.2,22.5,51.82,↓,,-37.03,23.77,-0.01,,0,0,288.27,265.07,316.78,291.29,4,18,,1.1546,1.1591,1.1569,1.1521,1.1642,1.1569,1.1521
2025-08-11,1.165,1.1676,1.159,1.1616,-0.0034,0.0026,0.0026,,0.0008,0,-0.22,,106961,1673209,148752,,86,91,9.97,1.1814,1.1623,1.1431,,1.1627,-23,0.37,,1.1623,1.161,,1.1614,1.1615,1.162,1.1616,1.1552,,,-0.0001,0.0041,-0.0042,,1.1751,1.1708,1.1665,1.1579,1.1536,1.1493,,1.1802,1.162,1.1438,,22.4,22.6,49.78,80.39,90.46,,22.5,22.7,49.78,↑,,-43.58,3.81,0.0027,,0,39,267.68,285.14,294.15,313.34,3,17,,1.1546,1.1591,1.1569,1.1572,1.1616,1.1569,1.1572
2025-08-12,1.1615,1.1697,1.1599,1.1673,0.0058,0.0024,0.0016,,-0.0001,0,0.49,,187441,1860650,151633,,98,92,9.93,1.1819,1.1626,1.1434,,1.1656,29,0.85,,1.1626,1.1616,,1.1626,1.1624,1.1625,1.162,1.1557,,,0.0004,0.0034,-0.003,,1.1812,1.1763,1.1714,1.1616,1.1567,1.1518,,1.1809,1.1625,1.1441,,26.2,20.1,56.59,100,90.46,,25,21.1,54.23,↓,,-29.22,31.19,0.0128,,21,0,269.56,264.77,293,287.79,1,16,,1.1546,1.1591,1.1569,1.1589,1.1673,1.1569,1.1589
2025-08-13,1.168,1.173,1.1669,1.1705,0.0025,0.0025,0.0011,,0.0007,0,0.27,,119581,1980231,146912,,61,90,9.9,1.1825,1.1629,1.1434,,1.1701,45,0.39,,1.1629,1.1622,,1.1642,1.1636,1.1633,1.1626,1.1563,,,0.001,0.0029,-0.0019,,1.1795,1.1765,1.1734,1.1673,1.1643,1.1612,,1.1813,1.1633,1.1453,,26.8,17.9,59.96,100,93.46,,25.5,19.6,56.54,↑,,-17.41,70.65,0.0299,,33,0,283.31,245.86,314.79,273.18,7,15,,1.1561,1.1591,1.1576,1.1593,1.1705,1.1576,1.1593
2025-08-14,1.1706,1.1715,1.1631,1.1649,-0.0057,0.0009,0.0018,,0.0001,0,-0.48,,144506,1835725,148103,,84,90,9.96,1.1827,1.1632,1.1437,,1.1665,-36,-0.13,,1.1632,1.1626,,1.1643,1.1638,1.1635,1.1628,1.1566,,,0.001,0.0025,-0.0015,,1.1783,1.1741,1.1699,1.1615,1.1573,1.1531,,1.1815,1.1635,1.1455,,23.8,22.1,51.85,40.01,80,,23.7,22.2,51.63,↓,,-32.19,32.78,0.0234,,0,38,263.07,266.3,292.3,295.89,1,14,,1.1629,1.1591,1.161,1.1593,1.1649,1.161,1.1593
2025-08-15,1.165,1.1715,1.1646,1.1705,0.0055,0.001,0.0004,,0.0001,1,0.48,,112683,1948408,147913,,69,89,10.07,1.1834,1.1636,1.1438,,1.1689,24,0.54,,1.1636,1.1632,,1.1655,1.1648,1.1642,1.1634,1.1571,,,0.0014,0.0023,-0.0009,,1.18,1.1766,1.1731,1.1662,1.1628,1.1593,,1.182,1.1642,1.1464,,27.4,19.6,58.3,87.5,75.84,,26,20.6,55.79,↑,,-7.4,51.21,0.0118,,0,0,244.28,247.28,274.47,277.84,1,13,,1.1629,1.1591,1.161,1.1601,1.1705,1.161,1.1601
2025-08-18,1.1713,1.1716,1.1656,1.1661,-0.0052,0.0003,0.0005,,0.0008,0,-0.38,,101096,1847312,147329,,60,87,9.93,1.183,1.1634,1.1438,,1.1678,-11,0.39,,1.1634,1.1637,,1.1656,1.165,1.1644,1.1636,1.1575,,,0.0014,0.0021,-0.0007,,1.1759,1.1729,1.1699,1.1639,1.1609,1.1579,,1.1818,1.1644,1.147,,24.4,22.3,52.25,24.26,50.59,,24.1,22.3,51.94,↓,,-20.41,40.78,0.0088,,1,0,227.83,229.62,261.87,263.93,0,12,,1.1647,1.1591,1.1619,1.1601,1.1661,1.1619,1.1601
2025-08-19,1.1662,1.1693,1.1639,1.1647,-0.0015,0.0031,0.0008,,0.0001,0,-0.12,,100261,1747051,147066,,54,85,9.75,1.1817,1.1629,1.144,,1.166,-18,-0.22,,1.1629,1.1641,,1.1654,1.165,1.1644,1.1637,1.1578,,,0.0013,0.0019,-0.0006,,1.1734,1.1707,1.168,1.1626,1.1599,1.1572,,1.1814,1.1644,1.1474,,21.7,21.4,50.35,5.6,39.12,,22.4,21.7,50.79,↑,,-24.56,28.4,0.0072,,0,17,211.56,230.22,248.89,270.85,4,11,,1.166,1.1591,1.1626,1.1602,1.1647,1.1626,1.1602
2025-08-20,1.1648,1.1674,1.1622,1.165,0.0002,0.0024,0.0026,,0.0001,0,0.03,,112853,1859904,145090,,52,83,9.73,1.18,1.1623,1.1446,,1.1649,-11,-0.47,,1.1623,1.1645,,1.1653,1.165,1.1645,1.1638,1.1581,,,0.0012,0.0018,-0.0006,,1.1727,1.1701,1.1675,1.1623,1.1597,1.1571,,1.1811,1.1645,1.1479,,19.6,19,50.78,9.82,13.23,,21,20.2,50.97,↓,,-23.67,23.97,-0.001,,0,17,196.45,230.78,236.69,278.05,8,11,,1.166,1.1591,1.1626,1.1602,1.165,1.1626,1.1602
2025-08-21,1.1653,1.1663,1.1601,1.1606,-0.0047,0.001,0.0005,,0.0003,0,-0.38,,120409,1739495,144175,,62,82,9.78,1.1783,1.1615,1.1448,,1.1623,-26,-0.37,,1.1615,1.1645,,1.1644,1.1643,1.1641,1.1636,1.1582,,,0.0007,0.0016,-0.0009,,1.1708,1.1677,1.1646,1.1584,1.1553,1.1522,,1.1805,1.1641,1.1477,,17.4,21.8,44.39,0,5.14,,19.5,21.9,47.1,↑,,-61.39,5.09,-0.0058,,0,21,182.42,235.3,222.46,286.95,13,11,,1.166,1.1591,1.1626,1.1611,1.1606,1.1626,1.1611
2025-08-22,1.1607,1.1743,1.1583,1.1722,0.0115,0.0021,0.0024,,0.0001,0,1,,146752,1886247,144176,,160,88,10.48,1.1779,1.1614,1.145,,1.1683,60,0.15,,1.1614,1.1648,,1.166,1.1655,1.1649,1.1642,1.1587,,,0.0013,0.0015,-0.0002,,1.1942,1.1862,1.1782,1.1622,1.1542,1.1462,,1.1825,1.1649,1.1473,,28.4,19.4,59.41,96.47,35.43,,26.4,20.3,56.53,↓,,-9.77,74.85,0.008,,80,0,249.39,218.49,283.4,248.28,7,11,,1.1663,1.1591,1.1627,1.1611,1.1722,1.1627,1.1611
2025-08-25,1.1724,1.1728,1.1603,1.162,-0.0104,0.0004,0.0017,,0.0002,1,-0.87,,100761,1785486,140896,,125,91,9.85,1.178,1.1616,1.1452,,1.165,-33,-0.35,,1.1616,1.165,,1.1652,1.165,1.1646,1.164,1.1588,,,0.001,0.0014,-0.0004,,1.1823,1.1761,1.1698,1.1573,1.1511,1.1448,,1.1828,1.1646,1.1464,,25.2,28.6,46.84,15.74,37.4,,24.5,26.1,48.42,↑,,-68.72,38.37,0.0004,,0,0,231.58,202.88,254.48,222.95,7,11,,1.1663,1.1591,1.1627,1.1611,1.162,1.1627,1.1611
2025-08-26,1.1619,1.1665,1.1602,1.1641,0.0022,0.0024,0.0017,,-0.0001,0,0.18,,146198,1931684,139870,,63,89,9.75,1.1782,1.1621,1.146,,1.1636,-14,-0.05,,1.1621,1.1653,,1.165,1.1649,1.1646,1.164,1.159,,,0.0009,0.0013,-0.0004,,1.1733,1.1702,1.167,1.1607,1.1576,1.1544,,1.1824,1.1646,1.1468,,24.7,25.4,49.3,32.69,48.3,,24.2,24.2,50,↓,,-63.75,19.02,-0.0032,,0,1,215.04,189.39,241.62,212.8,6,11,,1.1663,1.1591,1.1627,1.1611,1.1641,1.1627,1.1611
2025-08-27,1.1646,1.1648,1.1574,1.1638,-0.0008,0.0002,0.0064,,0.0005,0,-0.03,,111723,1819961,135989,,74,88,8.57,1.176,1.1632,1.1505,,1.162,-16,-0.1,,1.1632,1.1656,,1.1648,1.1647,1.1645,1.164,1.1592,,,0.0007,0.0012,-0.0005,,1.174,1.1703,1.1666,1.1592,1.1555,1.1518,,1.1821,1.1645,1.1469,,22,22.9,49,30.69,26.37,,22.5,22.7,49.78,↑,,-62.13,-12.52,-0.0067,,0,28,199.68,203.86,226.91,231.66,1,10,,1.1658,1.1591,1.1625,1.1611,1.1638,1.1625,1.1611
2025-08-28,1.1638,1.1698,1.1629,1.1683,0.0045,0.0015,0.0009,,0,0,0.39,,112672,1932633,133807,,69,87,8.63,1.1727,1.1646,1.1565,,1.167,50,0.66,,1.1646,1.166,,1.1655,1.1653,1.1649,1.1643,1.1596,,,0.001,0.0012,-0.0002,,1.178,1.1746,1.1711,1.1642,1.1608,1.1573,,1.1823,1.1649,1.1475,,24.6,20.4,54.67,68.44,43.94,,24.1,21.1,53.32,↓,,-35.5,61,0.0034,,50,0,235.42,189.3,270.6,217.59,11,10,,1.1658,1.1591,1.1625,1.1611,1.1683,1.1625,1.1611
2025-08-29,1.1682,1.1709,1.1651,1.1686,0.0004,0.0023,0.0031,,-0.0001,0,0.03,,117172,2049805,127397,,58,85,6.92,1.1729,1.1651,1.1573,,1.1682,12,-0.31,,1.1651,1.1663,,1.1661,1.1658,1.1653,1.1646,1.16,,,0.0012,0.0012,0,,1.1771,1.1742,1.1713,1.1655,1.1626,1.1597,,1.1823,1.1653,1.1483,,22.2,18.1,55.09,71.24,56.79,,22.6,19.6,53.55,↑,,-33.73,85.52,-0.0019,,11,0,229.6,175.78,270.12,206.8,13,10,,1.1658,1.1582,1.162,1.1611,1.1686,1.162,1.1611
2025-09-01,1.1696,1.1737,1.1687,1.1711,0.0015,0.0026,0.0009,,0.001,0,0.21,,82696,2132501,123135,,51,83,6.92,1.1731,1.1658,1.1584,,1.1712,30,0.78,,1.1658,1.1666,,1.1671,1.1666,1.1659,1.1651,1.1604,,,0.0015,0.0013,0.0002,,1.1786,1.1761,1.1736,1.1686,1.1661,1.1636,,1.1825,1.1659,1.1493,,22.5,16.1,58.29,92.54,77.41,,22.8,18.2,55.61,↓,,-18.93,153.01,0.005,,28,0,241.2,163.22,290.6,196.65,19,11,,1.1658,1.1582,1.162,1.1611,1.1711,1.162,1.1611
2025-09-02,1.1709,1.1718,1.1613,1.1642,-0.0067,0.0009,0.0029,,-0.0002,0,-0.59,,167779,1964722,124573,,105,85,7.29,1.1725,1.1661,1.1597,,1.1658,-54,0.01,,1.1661,1.1666,,1.1665,1.1662,1.1657,1.165,1.1605,,,0.0012,0.0013,-0.0001,,1.1807,1.1755,1.1702,1.1597,1.1545,1.1492,,1.1827,1.1657,1.1487,,20,22,47.62,21.5,61.76,,21.2,21.8,49.3,↑,,-59.76,-7.33,-0.0005,,0,74,223.97,225.56,263.49,265.36,0,10,,1.1658,1.1568,1.1613,1.1611,1.1642,1.1613,1.1611
2025-09-03,1.1642,1.1682,1.1608,1.1661,0.0019,0.0021,0.0034,,0,0,0.16,,127370,2092092,124665,,74,84,6.83,1.1725,1.1661,1.1598,,1.165,-8,0.2,,1.1661,1.1666,,1.1664,1.1662,1.1657,1.1651,1.1607,,,0.0011,0.0013,-0.0002,,1.1767,1.173,1.1693,1.1619,1.1582,1.1545,,1.1825,1.1657,1.1489,,19.9,19.6,50.38,28.16,47.4,,21,20.2,50.97,↓,,-48.52,-36.4,0.0011,,0,5,207.97,214.45,247.58,255.3,2,9,,1.1658,1.1568,1.1613,1.1611,1.1661,1.1613,1.1611
2025-09-04,1.1662,1.167,1.163,1.1651,-0.0011,0.0008,0.0021,,0.0001,1,-0.09,,117114,1974978,123034,,40,81,6.84,1.1724,1.166,1.1597,,1.165,0,-0.27,,1.166,1.1665,,1.1661,1.166,1.1656,1.1651,1.1609,,,0.0009,0.0012,-0.0003,,1.1711,1.1691,1.1671,1.1631,1.1611,1.1591,,1.1818,1.1656,1.1494,,17.7,18.5,48.9,17.99,22.55,,19.5,19.5,50,↑,,-54.44,-34.52,0.0045,,0,0,193.12,199.13,238.42,245.84,2,9,,1.1656,1.1568,1.1612,1.1611,1.1651,1.1612,1.1611
2025-09-05,1.1649,1.176,1.1648,1.1718,0.0069,0.0042,0.0001,,-0.0002,0,0.58,,151458,2126436,124374,,112,83,7.1,1.1732,1.1664,1.1596,,1.1709,59,0.27,,1.1664,1.1665,,1.1672,1.1669,1.1662,1.1656,1.1613,,,0.0013,0.0012,0.0001,,1.1881,1.1825,1.1769,1.1657,1.1601,1.1545,,1.1828,1.1662,1.1496,,23.2,16.4,58.59,100,48.72,,22.9,18.1,55.85,↓,,-22.58,138.98,-0.0004,,90,0,269.33,184.91,324.49,222.78,19,10,,1.1667,1.1576,1.1622,1.1611,1.1718,1.1622,1.1611
2025-09-08,1.1714,1.1766,1.1704,1.1763,0.0049,0.0003,0.001,,-0.0004,0,0.38,,121791,2248227,125116,,62,82,7.13,1.1748,1.1672,1.1595,,1.1744,35,0.44,,1.1672,1.1665,,1.169,1.1683,1.1672,1.1664,1.1619,,,0.0019,0.0013,0.0006,,1.1847,1.1816,1.1785,1.1723,1.1692,1.1661,,1.1836,1.1672,1.1508,,25.6,14.6,63.68,100,72.66,,24.5,16.8,59.32,↑,,-1.56,205.28,0.0143,,6,0,256.09,171.7,312.3,209.39,20,11,,1.167,1.1647,1.1659,1.1611,1.1763,1.1659,1.1611
2025-09-09,1.1762,1.178,1.1704,1.1711,-0.0051,0.0018,0.0007,,-0.0001,0,-0.44,,141489,2106738,122818,,76,82,7.16,1.1752,1.1674,1.1595,,1.1732,-12,0.59,,1.1674,1.1663,,1.1694,1.1687,1.1676,1.1667,1.1623,,,0.002,0.0014,0.0006,,1.1835,1.1797,1.1759,1.1683,1.1645,1.1607,,1.184,1.1676,1.1512,,22.8,18.8,54.81,44.77,81.59,,22.8,19.3,54.16,↓,,-33.5,143.97,0.007,,14,0,251.8,159.44,307.07,194.44,22,12,,1.1694,1.1654,1.1674,1.1611,1.1711,1.1674,1.1611
2025-09-10,1.171,1.1731,1.1683,1.1694,-0.0016,0.0021,0.0011,,-0.0001,0,-0.15,,143168,1963570,123998,,48,80,7.12,1.1751,1.1673,1.1595,,1.1703,-29,0.28,,1.1673,1.1661,,1.1694,1.1688,1.1678,1.1669,1.1626,,,0.0019,0.0015,0.0004,,1.177,1.1746,1.1722,1.1674,1.165,1.1626,,1.1838,1.1678,1.1518,,20.3,18.6,52.19,28.46,57.74,,21.2,19.1,52.61,↑,,-41.75,72.44,0.0056,,0,21,233.81,169.05,292.26,211.31,16,12,,1.1694,1.1672,1.1683,1.1611,1.1694,1.1683,1.1611
2025-09-11,1.1695,1.1746,1.1661,1.1735,0.004,0.0011,0.0034,,0.0001,0,0.35,,154050,2117620,124475,,85,80,6.99,1.1759,1.1677,1.1596,,1.1714,11,0.72,,1.1677,1.166,,1.1702,1.1695,1.1683,1.1674,1.163,,,0.0021,0.0016,0.0005,,1.1852,1.181,1.1767,1.1682,1.1639,1.1597,,1.1843,1.1683,1.1523,,22.6,16.5,57.8,63.39,45.54,,22.6,17.7,56.08,↓,,-21.84,88.82,0.0052,,0,22,217.11,178.98,271.39,223.73,10,12,,1.1694,1.1677,1.1686,1.1601,1.1735,1.1686,1.1601
2025-09-12,1.1733,1.1748,1.1701,1.1735,0.0002,0.0013,0.0032,,-0.0002,0,0,,120292,2117620,124855,,47,78,6.79,1.1763,1.1679,1.1594,,1.1728,14,0.15,,1.1679,1.166,,1.1709,1.1701,1.1688,1.1679,1.1634,,,0.0022,0.0017,0.0005,,1.1802,1.1778,1.1755,1.1708,1.1685,1.1661,,1.1844,1.1688,1.1532,,20.1,14.7,57.76,63.14,51.66,,21,16.4,56.15,↑,,-21.84,109.17,0.0049,,2,0,203.6,166.2,261.03,213.08,10,12,,1.1694,1.1677,1.1686,1.1601,1.1735,1.1686,1.1601
